Name of Institution,Street Address,City,ZIP Code,County,Georeference
Northwest Savings Bank,768 Foote Avenue,Jamestown,14701,Chautauqua,POINT (-79.2283 42.07973)
Northwest Savings Bank,4545 Transit Road,Williamsville,14221,Erie,POINT (-78.69493 42.97123)
Northwest Savings Bank,29 South Erie Street,Mayville,14757,Chautauqua,POINT (-79.50403 42.25346)
Northwest Savings Bank,2981 Delaware Avenue,Kenmore,14217,Erie,POINT (-78.87003 42.96546)
Northwest Savings Bank,690 Kenmore Avenue,Buffalo,14216,Erie,POINT (-78.84327 42.9585)
Northwest Savings Bank,4381 Military Road,Niagara Falls,14305,Niagara,POINT (-79.00172 43.12615)
Northwest Savings Bank,1531 Niagara Falls Boulevard,Amherst,14228,Erie,POINT (-78.82215 42.99604)
Northwest Savings Bank,2070 George Urban Boulevard,Depew,14043,Erie,POINT (-78.73447 42.91894)
Northwest Savings Bank,364 Connecticut Street,Buffalo,14213,Erie,POINT (-78.88747 42.906)
Northwest Savings Bank,210 West Main Street,Falconer,14733,Chautauqua,POINT (-79.20138 42.11595)
Northwest Savings Bank,1 West Third Street,Jamestown,14701,Chautauqua,POINT (-79.24148 42.0963)
Northwest Savings Bank,3150 Sheridan Drive,Amherst,14226,Erie,POINT (-78.81687 42.9809)
Northwest Savings Bank,295 Main Street,Buffalo,14203,Erie,POINT (-78.87544 42.88249)
Northwest Savings Bank,3517 Union Road,Cheektowaga,14225,Erie,POINT (-78.75363 42.90975)
Northwest Savings Bank,1055 Union Road,West Seneca,14224,Erie,POINT (-78.75327 42.82866)
Northwest Savings Bank,3545 Delaware Avenue,Tonawanda,14217,Erie,POINT (-78.87168 42.98042)
Orange Bank & Trust Company,212 Dolson Avenue,Middletown,10940,Orange,POINT (-74.429 41.42626)
Orange Bank & Trust Company,2093 Route 208,Montgomery,12549,Orange,POINT (-74.20834 41.51466)
Orange Bank & Trust Company,33 Trust Way,Middletown,10940,Orange,POINT (-74.38101 41.44956)
Orange Bank & Trust Company,91 Brookside Avenue,Chester,10918,Orange,POINT (-74.28491 41.35814)
Orange Bank & Trust Company,146 North Church Street,Goshen,10924,Orange,POINT (-74.32604 41.40367)
Orange Bank & Trust Company,701 Route 9,Fishkill,12524,Dutchess,POINT (-73.89919 41.53495)
Orange Bank & Trust Company,78 North Plank Road,Newburgh,12550,Orange,POINT (-74.03329 41.52559)
Orange Bank & Trust Company,376 Windsor Highway,Vails Gate,12584,Orange,POINT (-74.05502 41.45876)
PCSB Bank,2477 Route 6,Brewster,10509,Putnam,POINT (-73.63522 41.39994)
PCSB Bank,3649 Lee Road  and  Route 6,Jefferson Valley,10535,Westchester,POINT (-73.81038 41.33188)
PCSB Bank,12 South Bedford Road,Mt. Kisco,10549,Westchester,POINT (-73.72375 41.19641)
PCSB Bank,76 North Main Street,New City,10956,Rockland,POINT (-73.98889 41.15007)
PCSB Bank,804 Route 9,Fishkill,12524,Dutchess,POINT (-73.90162 41.54238)
PCSB Bank,144 ROUTE 22,PAWLING,12564,Dutchess,POINT (-73.58433 41.53539)
PCSB Bank,63 East Main Street,Pawling,12564,Dutchess,POINT (-73.59857 41.56038)
PCSB Bank,331 Downing Drive,Yorktown Heights,10598,Westchester,POINT (-73.78173 41.27389)
PCSB Bank,478 White Plains Road,Eastchester,10709,Westchester,POINT (-73.81262 40.95805)
PCSB Bank,40 East 1st Street,Mount Vernon,10550,Westchester,POINT (-73.83483 40.91191)
PCSB Bank,256 Route 52,Kent Lakes,10512,Putnam,POINT (-73.68003 41.44018)
PCSB Bank,29 Taylor Square,East White Plains,10604,Westchester,POINT (-73.74787 41.04212)
PCSB Bank,441 Tarrytown Road,Greenburgh,10607,Westchester,POINT (-73.79911 41.04314)
PCSB Bank,151 Route 6,Mahopac,10541,Putnam,POINT (-73.75521 41.34849)
PCSB Bank,249 Route 202,Somers,10589,Westchester,POINT (-73.68904 41.32778)
Palisades Federal Credit Union,16 Orangetown Center,Orangeburg,10962,Rockland,POINT (-73.95339 41.04393)
Palisades Federal Credit Union,240 EAST ROUTE 59,NANUET,10954,Sullivan,POINT (-74.00131 41.0951)
Palisades Federal Credit Union,244 SOUTH MAIN STREET,NEW CITY,10956,Rockland,POINT (-73.99025 41.13975)
Pathfinder Bank,126 East Oneida Street,Oswego,13126,Oswego,POINT (-76.49626 43.45953)
Pathfinder Bank,155 East Bridge Street,Oswego,13126,Oswego,POINT (-76.49963 43.45999)
Pathfinder Bank,3739 State Route 13,Pulaski,13142,Oswego,POINT (-76.11252 43.55427)
Pathfinder Bank,140 East 13th Street,Oswego,13126,Sullivan,POINT (-76.4899 43.46218)
Pathfinder Bank,78 County Route 89,Oswego,13126,Oswego,POINT (-76.55772 43.44967)
Pathfinder Bank,516 South 2nd Street,Fulton,13069,Oswego,POINT (-76.40806 43.31426)
Pathfinder Bank,5829 Route 20,LaFayette,13084,Onondaga,POINT (-76.11708 42.89332)
Pathfinder Bank,214 West First Street,Oswego,13126,Oswego,POINT (-76.51112 43.45556)
Pathfinder Bank,34 East Bridge Street,Oswego,13126,Oswego,POINT (-76.50725 43.45775)
Pathfinder Bank,110 West Sixth Street,Oswego,13126,Oswego,POINT (-76.5161 43.45401)
Pathfinder Bank,291 State Route 104 East,Oswego,13126,Oswego,POINT (-76.48203 43.46167)
Pathfinder Bank,3361 Main Street,Mexico,13114,Oswego,POINT (-76.23719 43.45994)
Pathfinder Bank,1897 Harwood Drive,Lacona,13083,Oswego,POINT (-76.06935 43.64347)
Pathfinder Bank,6194 State Route 31,Cicero,13039,Onondaga,POINT (-76.09207 43.17614)
Pathfinder Bank,3025 East Avenue,Central Square,13036,Oswego,POINT (-76.12942 43.28671)
Pathfinder Bank,109 West Fayette Street,Syracuse,13202,Onondaga,POINT (-76.15277 43.04869)
Pathfinder Bank,5 West 1st Street,South Fulton,13069,Oswego,POINT (-76.42286 43.32439)
Pathfinder Bank,West 2nd Street,Oswego,13126,Oswego,
"Patriot Bank, N.A",495 Central Park Avenue,Scarsdale,10583,Westchester,POINT (-73.8123 41.00526)
"Patriot Bank, N.A",432 Old Post Road,Bedford,10506,Westchester,POINT (-73.65547 41.19583)
Pentagon Federal Credit Union,Building 1200,West Point,10996,Orange,
Pentagon Federal Credit Union,Building 602,West Point,10996,Orange,
Pentagon Federal Credit Union,Building 745,West Point,10996,Orange,
Pentagon Federal Credit Union,Building 683 Buckner Loop,West Point,10996,Orange,
Pentagon Federal Credit Union,Building 1206 Stony Lonesome Rd.,West Point,10996,Orange,
People's United Bank,One East Main Street,Smithtown,11787,Suffolk,POINT (-73.179337 40.855774)
People's United Bank,2020 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.27284 40.84513)
People's United Bank,548 Route 111,Hauppauge,11788,Suffolk,POINT (-73.21829 40.81526)
People's United Bank,836 Fort Salonga Road,Northport,11768,Suffolk,POINT (-73.3302 40.89891)
People's United Bank,1919 Middle Country Road,Centereach,11720,Suffolk,POINT (-73.07876 40.85945)
People's United Bank,26 South Route 9W,West Haverstraw,10993,Rockland,POINT (-73.98508 41.20802)
People's United Bank,2921 Middle Country Road,Lake Grove,11755,Suffolk,POINT (-73.11524 40.8607)
People's United Bank,14 Park Drive,Kings Park,11754,Suffolk,POINT (-73.25308 40.88228)
People's United Bank,100 Motor Parkway,Hauppauge,11788,Suffolk,POINT (-73.267270491 40.805914773)
People's United Bank,61 Shore Road,Port Washington,11050,Nassau,POINT (-73.70211 40.8383)
People's United Bank,347 Route 25A,Miller Place,11764,Suffolk,POINT (-72.9889 40.94306)
People's United Bank,182 East Main Street,Huntington,11743,Suffolk,POINT (-73.3991 40.88003)
People's United Bank,3460 Veterans Memorial Highway,Bohemia,11716,Suffolk,POINT (-73.12401 40.78618)
People's United Bank,1830 Route 112,Coram,11727,Suffolk,POINT (-73.01438 40.89023)
People's United Bank,184 North Belle Mead Road,East Setauket,11733,Suffolk,POINT (-73.08977 40.90111)
People's United Bank,293 Route 25A,Rocky Point,11778,Suffolk,POINT (-72.94569 40.94567)
People's United Bank,6241 Route 25A,Wading River,11792,Suffolk,POINT (-72.83945 40.94419)
People's United Bank,410 Hempstead Turnpike,West Hempstead,11552,Suffolk,POINT (-73.65441 40.70545)
People's United Bank,534 Middle Neck Road,Great Neck,11023,Nassau,POINT (-73.73511 40.80082)
People's United Bank,375 Deer Park Avenue,Babylon,11702,Suffolk,POINT (-73.32151 40.70205)
People's United Bank,410 Glen Cove Road,East Hills,11577,Nassau,POINT (-73.62237 40.78601)
People's United Bank,384 Plandome Road,Manhasset,11030,Nassau,POINT (-73.69985 40.79801)
People's United Bank,4032 Nesconset Highway,East Setuaket,11733,Suffolk,POINT (-73.07327 40.90461)
People's United Bank,512 Commack Road,Deer Park,11729,Suffolk,POINT (-73.31074 40.76693)
People's United Bank,417 North Country Road,St. James,11780,Suffolk,POINT (-73.17043 40.87683)
People's United Bank,563 Lakefield Road,East Northport,11731,Suffolk,POINT (-73.31882 40.85837)
People's United Bank,300 Wheatley Plaza,Greenvale,11548,Nassau,POINT (-73.62657 40.80968)
People's United Bank,106 Seventh Street,Garden City,11530,Nassau,POINT (-73.63679 40.72444)
People's United Bank,977 Central Park Avenue,Scarsdale,10583,Westchester,POINT (-73.8228 40.99077)
People's United Bank,14 South Moger Avenue,Mount Kisco,10549,Westchester,POINT (-73.72847 41.20802)
People's United Bank,14 Mamaroneck Avenue,White Plains,10601,Westchester,POINT (-73.7666 41.03216)
People's United Bank,59 Kensico Road,Thornwood,10594,Westchester,POINT (-73.779332886 41.123864628)
People's United Bank,465 Smithtown Boulevard,Nesconset,11767,Suffolk,POINT (-73.14675 40.83329)
People's United Bank,68 North Country Road,Port Jefferson,11777,Suffolk,POINT (-73.05353 40.93763)
People's United Bank,127 Seventh Avenue,New York,10011,New York,POINT (-73.99799 40.74088)
People's United Bank,1820 Brentwood Road,Brentwood,11717,Suffolk,POINT (-73.24661 40.77878)
People's United Bank,111 Kraft Avenue,Bronxville,10708,Westchester,POINT (-73.83441 40.94075)
People's United Bank,1444 East Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.71666 40.9547)
People's United Bank,"1515 Route 22, Suite D-1",Brewster,10509,Putnam,POINT (-73.57839 41.42102)
People's United Bank,693 Montauk Highway,Bayport,11705,Suffolk,POINT (-73.05519 40.74704)
People's United Bank,253 North Main Street,Spring Valley,10977,Rockland,POINT (-74.04181 41.12592)
Peoples Alliance Federal Credit Union,125 Wireless Boulevard,Hauppauge,11788,Suffolk,POINT (-73.26694 40.81267)
Peoples Alliance Federal Credit Union,3125 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,POINT (-73.13468 40.78893)
Peoples Alliance Federal Credit Union,132 Tuckahoe Road,Yonkers,10710,Westchester,POINT (-73.8655 40.955)
Peoples Alliance Federal Credit Union,69 Altantic Avenue,Brooklyn,11201,Kings,POINT (-73.99799 40.69123)
Peoples Alliance Federal Credit Union,"JFK Cargo Area A, Building 14",Jamaica,11430,Queens,
Peoples Alliance Federal Credit Union,1600 Stewart Avenue,Westbury,11590,Nassau,POINT (-73.58293 40.7359)
Pepsico Employees Federal Credit Union,700 Anderson Hill Road,Purchase,10577,Westchester,POINT (-73.69402 41.03538)
Pioneer Savings Bank,1208 Route 146,Clifton Park,12065,Saratoga,POINT (-73.8227 42.86882)
Pioneer Savings Bank,10 Kendall Way,Malta,12020,Saratoga,POINT (-73.7943 42.97243)
Pioneer Savings Bank,2000 Second Avenue,Watervliet,12189,Albany,POINT (-73.7014 42.73079)
Pioneer Savings Bank,712 Hoosick Road,Troy,12180,Rensselaer,POINT (-73.6462 42.74317)
Pioneer Savings Bank,78 Main Avenue --- Route 66,Wynantskill,12198,Rensselaer,POINT (-73.6467 42.69688)
Pioneer Savings Bank,184 Delaware Avenue,Delmar,12054,Albany,POINT (-73.81301 42.62859)
Pioneer Savings Bank,843 Route 146,Clifton Park,12065,Saratoga,POINT (-73.78626 42.86452)
Pioneer Savings Bank,90 State Street,Albany,12207,Albany,POINT (-73.75298 42.64992)
Pioneer Savings Bank,329 Glenmont Road,Glenmont,12077,Albany,POINT (-73.79064 42.60248)
Pioneer Savings Bank,142 Saratoga Avenue,Waterford,12188,Saratoga,POINT (-73.69084 42.78891)
Pioneer Savings Bank,1761 Central Avenue,Albany,12205,Albany,POINT (-73.84363 42.72758)
Pioneer Savings Bank,598 Columbia Turnpike,East Greenbush,12061,Rensselaer,POINT (-73.71051 42.59847)
Pioneer Savings Bank,148 George Street,Green Island,12183,Albany,POINT (-73.69114 42.7456)
Pioneer Savings Bank,1883 Western Avenue,Albany,12203,Albany,POINT (-73.87497 42.69311)
Pioneer Savings Bank,531 Troy Schenectady Road,Latham,12110,Albany,POINT (-73.76368 42.75022)
Pioneer Savings Bank,1828 Altamont Avenue,Rotterdam,12303,Schenectady,POINT (-73.95293 42.78113)
Pioneer Savings Bank,426 State Street,Schenectady,12305,Albany,POINT (-73.94179 42.81279)
Pioneer Savings Bank,652 Albany-Shaker Road,Colonie,12211,Albany,POINT (-73.79349 42.72561)
Pioneer Savings Bank,11565 Highway 32,Greenville,12083,Greene,POINT (-74.01718 42.42784)
Pioneer Savings Bank,440 Main Street,Cairo,12413,Greene,POINT (-73.9978 42.29859)
Pittsford Federal Credit Uniion,1321 Pittsford Mendon Road,Mendon,14506,Monroe,POINT (-77.50821 43.00204)
Pittsford Federal Credit Uniion,20 Tobey Village Office Park,Pittsford,14624,Monroe,POINT (-77.54498 43.08692)
Polish & Slavic Federal Credit Union,1919 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.0967 40.58314)
Polish & Slavic Federal Credit Union,69-03 Fresh Pond Road,Ridgewood,11385,Queens,POINT (-73.89536 40.70309)
Polish & Slavic Federal Credit Union,66-14 Grand Avenue,Maspeth,11378,Queens,POINT (-73.89815 40.72443)
Polish & Slavic Federal Credit Union,314 Great Neck Road,Copiague,11726,Suffolk,POINT (-73.39413 40.67083)
Polish & Slavic Federal Credit Union,1260 60th Street,Brooklyn,11219,Kings,POINT (-73.99979 40.62909)
Polish & Slavic Federal Credit Union,100 McGuinness Boulevard,Brooklyn,11222,Kings,POINT (-73.94843 40.72521)
Polish & Slavic Federal Credit Union,140 Greenpoint Avenue,Brooklyn,11222,Kings,POINT (-73.95495 40.73012)
Ponce Bank,980 Southern Boulevard,Bronx,10459,Bronx,POINT (-73.89174 40.8225)
Ponce Bank,2244 Westchester Avenue,Bronx,10462,Bronx,POINT (-73.85076 40.83432)
Ponce Bank,319 1st Avenue,New York,10003,New York,POINT (-73.98057 40.73411)
Ponce Bank,1900 Ralph Avenue,Brooklyn,11234,Kings,POINT (-73.91884 40.6311)
Ponce Bank,2047 86th Street,Brooklyn,11214,Kings,POINT (-73.99711 40.6039)
Ponce Bank,100-20 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.85321 40.72657)
Ponce Bank,30 East 170th Street,Bronx,10452,Bronx,POINT (-73.91691 40.83993)
Ponce Bank,37-60 82nd Street,Jackson Heights,11372,Queens,POINT (-73.88401 40.74808)
Ponce Bank,34-05 Broadway,Astoria,11106,New York,POINT (-73.92269 40.76071)
Ponce Bank,5560 Broadway,Bronx,10463,Bronx,POINT (-73.90516 40.87844)
Ponce Bank,169 Smith Street,Brooklyn,11201,Kings,POINT (-73.991 40.68596)
Ponce Bank,1925 Third Avenue,New York,10029,New York,POINT (-73.94437 40.79198)
Provident Bank,85 Crane Street,Kingston,12401,Ulster,POINT (-73.97368 41.92733)
Putnam County National Bank,12 Front Street,Croton Falls,10519,Westchester,POINT (-73.66247 41.34822)
Quontic Bank,31 - 05 Broadway,Astoria,11106,Queens,POINT (-73.92521 40.76191)
Rajesh,100 Broadway,Menads,12204,Albany,POINT (-73.73187 42.68331)
Reliant Community Credit Union,205 North Main Street,Newark,14513,Wayne,POINT (-77.09478 43.04894)
Reliant Community Credit Union,3255 Moran Road,Canandaigua,14424,Ontario,POINT (-77.24528 42.87309)
Reliant Community Credit Union,1520 Victor Road,Macedon,14502,Wayne,POINT (-77.31548 43.06309)
Reliant Community Credit Union,870 Holt Road,Webster,14580,Monroe,POINT (-77.44615 43.21696)
Reliant Community Credit Union,625 Titus Avenue,Rochester,14617,Monroe,POINT (-77.59977 43.21022)
Reliant Community Credit Union,10 Benton Place,Sodus,14551,Wayne,POINT (-77.06537 43.23119)
Rhinebeck Savings Bank,252 Main Street,Goshen,10924,Orange,POINT (-74.318687485 41.404507049)
Rhinebeck Savings Bank,6414 Montgomery Street,Rhinebeck,12572,Dutchess,POINT (-73.91265 41.92748)
Rhinebeck Savings Bank,1075  Violet Avenue,Hyde Park,12538,Dutchess,POINT (-73.91429 41.78614)
Rhinebeck Savings Bank,51 Broadway,Tivoli,12583,Dutchess,POINT (-73.90853 42.0584)
Rhinebeck Savings Bank,708 Dutchess Turnpike,Poughkeepsie,12603,Dutchess,POINT (-73.88099 41.69821)
Rhinebeck Savings Bank,1022 Main Street,Fishkill,12524,Dutchess,POINT (-73.90537 41.53345)
Rhinebeck Savings Bank,7350 South Broadway,Red Hook,12571,Dutchess,POINT (-73.88053 41.98779)
Rhinebeck Savings Bank,27 Main Street,Kingston,12401,Ulster,POINT (-74.01778 41.93288)
Rhinebeck Savings Bank,2523 Route 52,Hopewell Junction,12533,Dutchess,POINT (-73.78964 41.55364)
Rhinebeck Savings Bank,1898 South Road,Poughkeepsie,12601,Dutchess,POINT (-73.91591 41.61854)
Rhinebeck Savings Bank,1476 Route 9D,Fishkill,12524,Dutchess,POINT (-73.96499 41.52675)
Rhinebeck Savings Bank,3432 North Road,Poughkeepsie,12601,Dutchess,POINT (-73.93115 41.72361)
Ridgewood Savings Bank,1134 Morris Park Avenue,Bronx,10461,Bronx,POINT (-73.85161 40.8502)
Ridgewood Savings Bank,1646 First Avenue,New York,10028,New York,POINT (-73.94958 40.7766)
Ridgewood Savings Bank,1745 Crosby Avenue,Bronx,10461,Bronx,POINT (-73.83186 40.84629)
Ridgewood Savings Bank,2520 East 17th Street,Brooklyn,11235,Kings,POINT (-73.95296 40.58959)
Ridgewood Savings Bank,1404 SECOND AVENUE,NEW YORK,10021,New York,POINT (-73.95776 40.76965)
Ridgewood Savings Bank,3899 Sedgwick Avenue,Bronx,10463,Bronx,POINT (-73.89317 40.88273)
Ridgewood Savings Bank,3445 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.88278 40.88138)
Ridgewood Savings Bank,1770 East Gunhill Road,Bronx,10469,Bronx,POINT (-73.83459 40.8634)
Ridgewood Savings Bank,670 McLean Avenue,Yonkers,10704,Westchester,POINT (-73.87712 40.90864)
Ridgewood Savings Bank,382 Pelham Road,New Rochelle,10805,Westchester,POINT (-73.77839 40.89699)
Ridgewood Savings Bank,711 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.86668 40.86545)
Ridgewood Savings Bank,29 Castle Place,New Rochelle,10805,Westchester,POINT (-73.78097 40.90071)
Ridgewood Savings Bank,43-14 Ditmars Boulevard,Astoria,11105,Queens,POINT (-73.90391 40.77054)
Ridgewood Savings Bank,244 Court Street,Brooklyn,11201,Kings,POINT (-73.99434 40.68568)
Ridgewood Savings Bank,50 Route 109,West Babylon,11704,Suffolk,POINT (-73.34587 40.70469)
Ridgewood Savings Bank,74-25 Grand Avenue,Elmhurst,11373,Queens,POINT (-73.88726 40.73029)
Ridgewood Savings Bank,71-02 Forest Avenue,Ridgewood,11385,Queens,POINT (-73.90009 40.70046)
